# time	avg1_30	std1_30	avg2_30	std2_30	avg_corr_30	avg1m_30	std1m_30	avg2m_30	std2m_30	avg_corrm_30
145.000000	11.294000	2.693244	11.180000	2.785606	0.000000	10.711000	2.697310	10.538000	2.645478	0.000000
146.000000	11.281000	2.633256	11.175000	2.715948	0.000000	10.726000	2.696094	10.591000	2.667156	0.000000
147.000000	11.274000	2.699801	11.128000	2.698447	0.000000	10.720000	2.641136	10.610000	2.782427	0.000000
148.000000	11.205000	2.646313	11.124000	2.665075	0.000000	10.750000	2.623643	10.605000	2.742440	0.000000
149.000000	11.186000	2.642235	11.129000	2.612730	0.000000	10.728000	2.639700	10.696000	2.696587	0.000000
150.000000	11.171000	2.620259	11.104000	2.675291	0.000000	10.785000	2.614340	10.652000	2.723398	0.000000
151.000000	11.181000	2.572983	11.111000	2.736180	0.000000	10.795000	2.591713	10.594000	2.656909	0.000000
152.000000	11.191000	2.596636	11.100000	2.710719	0.000000	10.782000	2.539385	10.563000	2.693702	0.000000
153.000000	11.107000	2.585643	11.075000	2.678316	0.000000	10.768000	2.545226	10.619000	2.766919	0.000000
154.000000	11.136000	2.572062	11.063000	2.677131	0.000000	10.760000	2.617709	10.676000	2.732586	0.000000
155.000000	11.161000	2.616692	10.978000	2.641120	0.000000	10.725000	2.615602	10.607000	2.715244	0.000000
156.000000	11.176000	2.636479	11.041000	2.674195	0.000000	10.666000	2.617335	10.618000	2.626800	0.000000
157.000000	11.176000	2.609794	11.032000	2.612848	0.000000	10.652000	2.701277	10.615000	2.667354	0.000000
158.000000	11.189000	2.648637	11.039000	2.643762	0.000000	10.708000	2.678943	10.631000	2.680082	0.000000
159.000000	11.186000	2.641856	11.065000	2.640601	0.000000	10.739000	2.677850	10.635000	2.666041	0.000000
160.000000	11.226000	2.597484	11.076000	2.698189	0.000000	10.752000	2.659792	10.673000	2.653313	0.000000
161.000000	11.168000	2.618736	10.944000	2.718982	0.000000	10.707000	2.653517	10.637000	2.681274	0.000000
162.000000	11.190000	2.550274	10.983000	2.698279	0.000000	10.721000	2.630810	10.721000	2.737729	0.000000
163.000000	11.158000	2.575468	10.916000	2.677488	0.000000	10.772000	2.639321	10.658000	2.722322	0.000000
164.000000	11.085000	2.682494	10.895000	2.666829	0.000000	10.688000	2.657189	10.685000	2.668665	0.000000
165.000000	11.022000	2.657351	10.873000	2.678222	0.000000	10.688000	2.633753	10.671000	2.700141	0.000000
166.000000	11.158000	2.551673	10.888000	2.629725	0.000000	10.660000	2.670655	10.700000	2.761883	0.000000
167.000000	11.090000	2.583002	10.914000	2.651529	0.000000	10.657000	2.674949	10.660000	2.759420	0.000000
168.000000	11.048000	2.586058	10.963000	2.563909	0.000000	10.670000	2.616314	10.599000	2.776004	0.000000
169.000000	11.019000	2.662825	10.955000	2.550093	0.000000	10.679000	2.673941	10.644000	2.719423	0.000000
170.000000	11.039000	2.636566	10.948000	2.583659	0.000000	10.671000	2.681559	10.724000	2.726137	0.000000
171.000000	11.051000	2.608141	10.995000	2.582823	0.000000	10.593000	2.688373	10.807000	2.760390	0.000000
172.000000	11.064000	2.646489	11.008000	2.688482	0.000000	10.613000	2.680528	10.728000	2.674325	0.000000
173.000000	11.135000	2.657588	10.981000	2.711206	0.000000	10.526000	2.668581	10.686000	2.627433	0.000000
174.000000	11.124000	2.759098	10.968000	2.706100	0.000000	10.467000	2.710887	10.698000	2.683430	0.000000
175.000000	11.072000	2.724117	10.950000	2.710258	0.000000	10.423000	2.732777	10.720000	2.696961	0.000000
176.000000	11.090000	2.599211	10.920000	2.666758	0.000000	10.466000	2.764569	10.773000	2.679453	0.000000
177.000000	11.101000	2.590135	10.885000	2.670913	0.000000	10.475000	2.706912	10.744000	2.747083	0.000000
178.000000	11.138000	2.636846	10.934000	2.701415	0.000000	10.493000	2.645364	10.770000	2.764977	0.000000
179.000000	11.174000	2.648721	10.960000	2.637499	0.000000	10.570000	2.726004	10.722000	2.748584	0.000000
180.000000	11.162000	2.654384	10.958000	2.558170	0.000000	10.502000	2.683653	10.814000	2.754887	0.000000
181.000000	11.156000	2.615657	10.848000	2.529209	0.000000	10.486000	2.681754	10.835000	2.697364	0.000000
182.000000	11.114000	2.607106	10.844000	2.549836	0.000000	10.479000	2.654724	10.822000	2.689297	0.000000
183.000000	11.120000	2.597614	10.852000	2.574897	0.000000	10.442000	2.683773	10.750000	2.625928	0.000000
184.000000	11.090000	2.574859	10.850000	2.619065	0.000000	10.511000	2.643081	10.720000	2.641893	0.000000
185.000000	11.105000	2.523881	10.837000	2.639400	0.000000	10.543000	2.647291	10.711000	2.635807	0.000000
186.000000	11.214000	2.641250	10.919000	2.669164	0.000000	10.521000	2.638098	10.698000	2.704218	0.000000
187.000000	11.211000	2.623067	11.008000	2.628676	0.000000	10.481000	2.605310	10.794000	2.677978	0.000000
188.000000	11.229000	2.558234	11.002000	2.640454	0.000000	10.466000	2.645533	10.707000	2.682378	0.000000
189.000000	11.231000	2.592612	11.016000	2.684724	0.000000	10.451000	2.703627	10.718000	2.641681	0.000000
190.000000	11.241000	2.568836	11.068000	2.679436	0.000000	10.389000	2.703272	10.687000	2.623934	0.000000
191.000000	11.335000	2.642872	11.031000	2.733503	0.000000	10.375000	2.622284	10.671000	2.668475	0.000000
192.000000	11.302000	2.638711	11.091000	2.683788	0.000000	10.493000	2.642717	10.731000	2.677805	0.000000
193.000000	11.283000	2.583972	11.160000	2.635982	0.000000	10.566000	2.638872	10.737000	2.688091	0.000000
194.000000	11.214000	2.551902	11.147000	2.662967	0.000000	10.576000	2.708546	10.724000	2.655527	0.000000
195.000000	11.197000	2.521149	11.116000	2.607785	0.000000	10.564000	2.725785	10.587000	2.620388	0.000000
196.000000	11.253000	2.463532	11.107000	2.630884	0.000000	10.554000	2.741730	10.612000	2.599126	0.000000
197.000000	11.223000	2.486216	11.091000	2.612799	0.000000	10.575000	2.676635	10.670000	2.637252	0.000000
198.000000	11.215000	2.511329	11.045000	2.542632	0.000000	10.577000	2.712208	10.656000	2.629004	0.000000
199.000000	11.177000	2.547091	10.982000	2.594933	0.000000	10.614000	2.711274	10.681000	2.647119	0.000000
