# time	avg1_30	std1_30	avg2_30	std2_30	corr_30	avg1m_30	std1m_30	avg2m_30	std2m_30	corrm_30
45.000000	10.832000	2.835450	10.816000	2.717010	0.359699	10.889000	2.853538	10.834000	2.827798	0.410964
46.000000	10.802000	2.850754	10.808000	2.717929	0.341313	10.798000	2.881180	10.844000	2.833313	0.095279
47.000000	10.726000	2.812636	10.748000	2.689330	0.323840	10.737000	2.843208	10.816000	2.778515	0.153875
48.000000	10.680000	2.840352	10.713000	2.749660	0.488095	10.722000	2.810110	10.756000	2.738332	0.249538
49.000000	10.650000	2.842798	10.717000	2.779013	0.397059	10.684000	2.842911	10.646000	2.792970	0.344231
50.000000	10.651000	2.825456	10.678000	2.798628	0.075083	10.714000	2.837993	10.612000	2.825147	0.060767
51.000000	10.603000	2.726425	10.643000	2.720212	0.274855	10.716000	2.825835	10.570000	2.803409	0.049087
52.000000	10.585000	2.783303	10.573000	2.684524	0.440984	10.644000	2.786622	10.522000	2.792045	0.288489
53.000000	10.611000	2.749851	10.505000	2.789261	0.231541	10.567000	2.809895	10.509000	2.824521	0.214252
54.000000	10.599000	2.771678	10.477000	2.763236	-0.039752	10.496000	2.708502	10.490000	2.837587	-0.092397
55.000000	10.547000	2.808877	10.458000	2.771324	0.656827	10.420000	2.690650	10.434000	2.805289	0.300951
56.000000	10.415000	2.805847	10.430000	2.739909	0.235321	10.441000	2.718183	10.371000	2.792733	0.059964
57.000000	10.353000	2.798641	10.405000	2.850083	0.111131	10.388000	2.779830	10.323000	2.787951	0.205943
58.000000	10.360000	2.781798	10.349000	2.851526	0.060066	10.503000	2.778847	10.346000	2.735011	0.113233
59.000000	10.292000	2.755129	10.353000	2.916229	0.516012	10.468000	2.840594	10.279000	2.747209	0.405849
60.000000	10.290000	2.756066	10.365000	2.919550	0.192396	10.394000	2.860203	10.280000	2.779496	0.383821
61.000000	10.213000	2.777342	10.341000	2.861943	0.257623	10.357000	2.837526	10.213000	2.773379	0.454117
62.000000	10.187000	2.798577	10.223000	2.818736	0.162167	10.362000	2.882873	10.134000	2.768040	0.172727
63.000000	10.216000	2.825481	10.132000	2.792951	0.327707	10.338000	2.895126	10.077000	2.862005	0.332257
64.000000	10.177000	2.844938	10.056000	2.831407	0.578800	10.287000	2.868559	9.984000	2.857227	0.506645
65.000000	10.180000	2.824819	10.067000	2.772816	0.266778	10.215000	2.872764	9.992000	2.842523	0.560415
66.000000	10.144000	2.769705	10.018000	2.780229	0.293850	10.199000	2.885030	9.962000	2.881069	0.405306
67.000000	10.084000	2.770369	9.990000	2.827349	-0.305315	10.202000	2.891227	9.950000	2.907834	0.437986
68.000000	10.049000	2.786503	9.996000	2.803923	0.219387	10.157000	2.844706	9.942000	2.887323	0.518619
69.000000	10.024000	2.741063	9.971000	2.732427	-0.028583	10.174000	2.815977	9.924000	2.912769	0.562389
70.000000	10.012000	2.708848	9.935000	2.695696	0.350498	10.086000	2.843344	9.913000	2.858222	0.345344
71.000000	9.938000	2.714803	9.978000	2.700651	0.597845	9.993000	2.825412	9.885000	2.846010	0.230332
72.000000	9.927000	2.760013	9.956000	2.706301	0.124295	9.862000	2.843054	9.876000	2.794034	0.351477
73.000000	9.853000	2.788797	9.926000	2.770654	0.197853	9.814000	2.834679	9.829000	2.786352	0.067676
74.000000	9.816000	2.741923	9.915000	2.737841	0.058109	9.777000	2.856094	9.862000	2.796597	0.306724
75.000000	9.757000	2.755712	9.867000	2.783040	0.470931	9.746000	2.794188	9.882000	2.843251	0.347079
76.000000	9.707000	2.809475	9.834000	2.742707	0.101778	9.677000	2.748576	9.789000	2.878972	0.114812
77.000000	9.630000	2.839912	9.853000	2.743245	0.121275	9.712000	2.773636	9.774000	2.851478	0.565139
78.000000	9.554000	2.834622	9.839000	2.714973	0.223548	9.738000	2.790942	9.672000	2.917262	0.198209
79.000000	9.503000	2.830193	9.748000	2.787561	0.510596	9.657000	2.788073	9.642000	2.849533	0.287428
80.000000	9.530000	2.776887	9.723000	2.799691	0.486846	9.685000	2.763652	9.691000	2.810608	0.329615
81.000000	9.507000	2.806769	9.633000	2.798269	0.505235	9.702000	2.740291	9.582000	2.817317	0.231831
82.000000	9.406000	2.768603	9.599000	2.759021	0.338882	9.680000	2.785965	9.538000	2.874814	0.320652
83.000000	9.358000	2.782415	9.618000	2.765516	0.231144	9.637000	2.813757	9.458000	2.853811	0.288115
84.000000	9.364000	2.759258	9.587000	2.789701	0.054267	9.656000	2.776268	9.434000	2.846690	0.537570
85.000000	9.377000	2.743150	9.557000	2.784376	0.294513	9.572000	2.772871	9.411000	2.872991	0.232913
86.000000	9.363000	2.763554	9.534000	2.765293	0.430918	9.488000	2.760771	9.363000	2.885001	0.076895
87.000000	9.362000	2.800528	9.487000	2.848830	0.371259	9.370000	2.721231	9.319000	2.876324	0.489351
88.000000	9.312000	2.787231	9.397000	2.820530	-0.138668	9.412000	2.743038	9.270000	2.847648	-0.031240
89.000000	9.287000	2.824647	9.368000	2.825699	0.110784	9.369000	2.691624	9.264000	2.865712	0.223511
90.000000	9.264000	2.886227	9.307000	2.830680	0.113359	9.304000	2.694733	9.232000	2.889321	0.232627
91.000000	9.326000	2.834382	9.256000	2.807573	-0.054903	9.293000	2.697990	9.255000	2.829130	0.468864
92.000000	9.291000	2.812173	9.222000	2.746401	0.186359	9.243000	2.745533	9.221000	2.792160	-0.032578
93.000000	9.300000	2.786754	9.217000	2.741881	0.423259	9.171000	2.766904	9.239000	2.839345	0.442305
94.000000	9.255000	2.799638	9.237000	2.723019	0.539354	9.212000	2.800546	9.245000	2.833192	0.070592
95.000000	9.196000	2.769401	9.202000	2.752307	0.498940	9.249000	2.820461	9.257000	2.877664	-0.160161
96.000000	9.138000	2.773257	9.202000	2.770053	0.673474	9.241000	2.785484	9.245000	2.878711	0.422757
97.000000	9.177000	2.794579	9.204000	2.684471	0.366384	9.296000	2.797925	9.196000	2.895442	0.313547
98.000000	9.234000	2.724196	9.208000	2.754766	0.044652	9.308000	2.752660	9.103000	2.907300	0.529668
99.000000	9.250000	2.715419	9.210000	2.718069	0.369152	9.300000	2.744813	9.025000	2.816092	0.129090
100.000000	9.207000	2.762635	9.157000	2.710046	0.000000	9.346000	2.768806	9.051000	2.845769	0.000000
101.000000	9.232000	2.832345	9.143000	2.764516	0.000000	9.376000	2.770311	9.000000	2.796426	0.000000
102.000000	9.203000	2.842497	9.113000	2.755763	0.000000	9.345000	2.789978	9.029000	2.787859	0.000000
103.000000	9.215000	2.822902	9.080000	2.731227	0.000000	9.314000	2.850509	8.991000	2.780813	0.000000
104.000000	9.217000	2.834063	9.064000	2.718070	0.000000	9.196000	2.863142	8.987000	2.794786	0.000000
105.000000	9.157000	2.739407	9.078000	2.721381	0.000000	9.168000	2.820599	8.942000	2.872392	0.000000
106.000000	9.163000	2.717063	9.068000	2.742148	0.000000	9.191000	2.874808	8.946000	2.887747	0.000000
107.000000	9.159000	2.762557	9.027000	2.722549	0.000000	9.213000	2.903727	8.800000	2.864612	0.000000
108.000000	9.174000	2.726119	9.104000	2.752305	0.000000	9.187000	2.932581	8.759000	2.833535	0.000000
109.000000	9.231000	2.713603	9.036000	2.764544	0.000000	9.164000	2.843080	8.750000	2.841039	0.000000
110.000000	9.163000	2.699339	8.983000	2.745671	0.000000	9.193000	2.831916	8.790000	2.782068	0.000000
111.000000	9.062000	2.736084	8.944000	2.750430	0.000000	9.176000	2.759171	8.781000	2.751916	0.000000
112.000000	9.063000	2.709434	8.916000	2.721203	0.000000	9.175000	2.739411	8.763000	2.771070	0.000000
113.000000	9.115000	2.730160	8.978000	2.750548	0.000000	9.146000	2.773208	8.725000	2.740324	0.000000
114.000000	9.052000	2.751235	8.951000	2.780395	0.000000	9.123000	2.752430	8.734000	2.768618	0.000000
115.000000	8.990000	2.785301	8.957000	2.798777	0.000000	9.052000	2.676807	8.741000	2.737137	0.000000
116.000000	8.899000	2.767815	8.962000	2.841224	0.000000	9.034000	2.674854	8.757000	2.736412	0.000000
117.000000	8.871000	2.748883	8.930000	2.724537	0.000000	9.050000	2.661109	8.820000	2.776256	0.000000
118.000000	8.838000	2.765458	8.897000	2.688939	0.000000	9.067000	2.729929	8.800000	2.711826	0.000000
119.000000	8.857000	2.748918	8.855000	2.699995	0.000000	9.092000	2.757451	8.760000	2.769188	0.000000
120.000000	8.895000	2.739703	8.823000	2.719498	0.000000	9.041000	2.740314	8.724000	2.735658	0.000000
121.000000	8.917000	2.717372	8.820000	2.693993	0.000000	8.960000	2.763766	8.744000	2.768116	0.000000
122.000000	8.917000	2.737172	8.777000	2.683146	0.000000	8.978000	2.749821	8.676000	2.816917	0.000000
123.000000	8.865000	2.734003	8.729000	2.724621	0.000000	8.981000	2.724452	8.636000	2.774798	0.000000
124.000000	8.796000	2.691168	8.674000	2.716197	0.000000	8.991000	2.804090	8.585000	2.788328	0.000000
125.000000	8.890000	2.746980	8.662000	2.751682	0.000000	8.973000	2.842582	8.581000	2.784859	0.000000
126.000000	8.864000	2.748728	8.666000	2.756890	0.000000	8.901000	2.818013	8.559000	2.787565	0.000000
127.000000	8.871000	2.750338	8.697000	2.768969	0.000000	8.843000	2.743784	8.575000	2.773874	0.000000
128.000000	8.841000	2.764728	8.653000	2.816486	0.000000	8.836000	2.783003	8.567000	2.805265	0.000000
129.000000	8.822000	2.774944	8.643000	2.803489	0.000000	8.870000	2.801981	8.614000	2.791953	0.000000
130.000000	8.802000	2.755503	8.580000	2.817020	0.000000	8.852000	2.791791	8.558000	2.765617	0.000000
131.000000	8.775000	2.701550	8.545000	2.767666	0.000000	8.838000	2.814561	8.541000	2.757593	0.000000
132.000000	8.774000	2.668506	8.587000	2.784319	0.000000	8.825000	2.812539	8.522000	2.729747	0.000000
133.000000	8.760000	2.668033	8.526000	2.795590	0.000000	8.833000	2.783363	8.490000	2.737864	0.000000
134.000000	8.711000	2.655839	8.565000	2.732723	0.000000	8.817000	2.706199	8.467000	2.727437	0.000000
135.000000	8.718000	2.662044	8.560000	2.674771	0.000000	8.778000	2.722630	8.505000	2.749905	0.000000
136.000000	8.662000	2.632063	8.539000	2.675907	0.000000	8.789000	2.707486	8.577000	2.788919	0.000000
137.000000	8.657000	2.623995	8.500000	2.691840	0.000000	8.734000	2.695783	8.496000	2.781004	0.000000
138.000000	8.664000	2.664039	8.542000	2.739021	0.000000	8.667000	2.692232	8.503000	2.762606	0.000000
139.000000	8.641000	2.604634	8.495000	2.730563	0.000000	8.663000	2.675338	8.494000	2.749539	0.000000
140.000000	8.638000	2.650463	8.507000	2.727627	0.000000	8.676000	2.679743	8.481000	2.728303	0.000000
141.000000	8.654000	2.665011	8.534000	2.790850	0.000000	8.607000	2.688225	8.464000	2.700871	0.000000
142.000000	8.575000	2.696363	8.532000	2.806595	0.000000	8.510000	2.691821	8.498000	2.712194	0.000000
143.000000	8.647000	2.759419	8.529000	2.827571	0.000000	8.557000	2.662471	8.484000	2.683234	0.000000
144.000000	8.616000	2.722231	8.484000	2.780601	0.000000	8.513000	2.683623	8.456000	2.668720	0.000000
145.000000	8.579000	2.712888	8.450000	2.748727	0.000000	8.510000	2.659680	8.440000	2.682983	0.000000
146.000000	8.583000	2.745380	8.439000	2.743771	0.000000	8.532000	2.709054	8.483000	2.702908	0.000000
147.000000	8.630000	2.717554	8.417000	2.699465	0.000000	8.533000	2.781530	8.529000	2.672669	0.000000
148.000000	8.568000	2.737768	8.394000	2.688636	0.000000	8.520000	2.779496	8.534000	2.657977	0.000000
149.000000	8.545000	2.787109	8.389000	2.726844	0.000000	8.526000	2.809862	8.424000	2.633291	0.000000
150.000000	8.536000	2.709373	8.360000	2.663531	0.000000	8.484000	2.729056	8.408000	2.633541	0.000000
151.000000	8.530000	2.782643	8.286000	2.656728	0.000000	8.479000	2.727555	8.421000	2.645706	0.000000
152.000000	8.539000	2.793650	8.299000	2.672751	0.000000	8.479000	2.736706	8.375000	2.627237	0.000000
153.000000	8.571000	2.800171	8.337000	2.666727	0.000000	8.441000	2.730663	8.357000	2.641884	0.000000
154.000000	8.593000	2.748336	8.340000	2.642423	0.000000	8.434000	2.761457	8.343000	2.668586	0.000000
155.000000	8.540000	2.731007	8.307000	2.654948	0.000000	8.398000	2.787400	8.346000	2.637477	0.000000
156.000000	8.554000	2.731498	8.287000	2.657937	0.000000	8.414000	2.748200	8.316000	2.645779	0.000000
157.000000	8.560000	2.774959	8.288000	2.713864	0.000000	8.414000	2.793672	8.324000	2.650099	0.000000
158.000000	8.629000	2.765024	8.311000	2.744864	0.000000	8.436000	2.773428	8.302000	2.656087	0.000000
159.000000	8.582000	2.725303	8.271000	2.757818	0.000000	8.461000	2.827451	8.281000	2.689617	0.000000
160.000000	8.682000	2.790856	8.337000	2.766845	0.000000	8.412000	2.819974	8.295000	2.657061	0.000000
161.000000	8.648000	2.784618	8.343000	2.792374	0.000000	8.432000	2.823717	8.319000	2.600238	0.000000
162.000000	8.648000	2.775625	8.309000	2.808829	0.000000	8.379000	2.855058	8.339000	2.612677	0.000000
163.000000	8.604000	2.779781	8.251000	2.741167	0.000000	8.380000	2.829417	8.342000	2.661773	0.000000
164.000000	8.581000	2.796684	8.255000	2.727632	0.000000	8.395000	2.786929	8.332000	2.727229	0.000000
165.000000	8.504000	2.805706	8.195000	2.653107	0.000000	8.400000	2.845347	8.331000	2.720559	0.000000
166.000000	8.502000	2.821346	8.150000	2.661485	0.000000	8.383000	2.820339	8.325000	2.693580	0.000000
167.000000	8.544000	2.787842	8.200000	2.667583	0.000000	8.328000	2.809344	8.311000	2.658247	0.000000
168.000000	8.495000	2.772720	8.219000	2.626221	0.000000	8.203000	2.761846	8.334000	2.707849	0.000000
169.000000	8.523000	2.775513	8.284000	2.656943	0.000000	8.102000	2.690650	8.355000	2.652730	0.000000
170.000000	8.509000	2.755707	8.315000	2.702550	0.000000	8.134000	2.697785	8.372000	2.646057	0.000000
171.000000	8.524000	2.737412	8.300000	2.715879	0.000000	8.185000	2.709017	8.350000	2.673481	0.000000
172.000000	8.541000	2.714465	8.242000	2.685412	0.000000	8.203000	2.734555	8.380000	2.748381	0.000000
173.000000	8.550000	2.670861	8.283000	2.724869	0.000000	8.179000	2.703509	8.397000	2.722754	0.000000
174.000000	8.537000	2.629949	8.225000	2.704880	0.000000	8.220000	2.665258	8.407000	2.747244	0.000000
175.000000	8.556000	2.644402	8.176000	2.695000	0.000000	8.212000	2.670404	8.374000	2.668731	0.000000
176.000000	8.574000	2.677036	8.169000	2.710800	0.000000	8.309000	2.769029	8.416000	2.664760	0.000000
177.000000	8.607000	2.696767	8.156000	2.712501	0.000000	8.252000	2.776418	8.416000	2.652347	0.000000
178.000000	8.626000	2.679575	8.148000	2.661597	0.000000	8.212000	2.843775	8.375000	2.672522	0.000000
179.000000	8.542000	2.689282	8.189000	2.631592	0.000000	8.165000	2.797816	8.348000	2.720091	0.000000
180.000000	8.482000	2.692151	8.145000	2.598456	0.000000	8.180000	2.773373	8.368000	2.715617	0.000000
181.000000	8.471000	2.691312	8.147000	2.686892	0.000000	8.173000	2.748285	8.322000	2.761579	0.000000
182.000000	8.484000	2.728323	8.204000	2.709314	0.000000	8.272000	2.780291	8.349000	2.741751	0.000000
183.000000	8.502000	2.753179	8.277000	2.685195	0.000000	8.254000	2.851225	8.308000	2.728211	0.000000
184.000000	8.480000	2.765429	8.252000	2.689330	0.000000	8.226000	2.838472	8.288000	2.731859	0.000000
185.000000	8.434000	2.730503	8.233000	2.730698	0.000000	8.202000	2.805922	8.246000	2.755991	0.000000
186.000000	8.381000	2.757143	8.221000	2.721426	0.000000	8.152000	2.803372	8.226000	2.697948	0.000000
187.000000	8.415000	2.792987	8.218000	2.653013	0.000000	8.223000	2.777638	8.253000	2.742078	0.000000
188.000000	8.388000	2.775150	8.209000	2.735931	0.000000	8.275000	2.878433	8.260000	2.694513	0.000000
189.000000	8.409000	2.765089	8.227000	2.754173	0.000000	8.231000	2.857208	8.216000	2.655437	0.000000
190.000000	8.442000	2.806178	8.232000	2.724000	0.000000	8.142000	2.771973	8.168000	2.643062	0.000000
191.000000	8.398000	2.763982	8.218000	2.665047	0.000000	8.159000	2.732713	8.200000	2.627927	0.000000
192.000000	8.372000	2.673877	8.210000	2.638920	0.000000	8.137000	2.721807	8.196000	2.645295	0.000000
193.000000	8.370000	2.714609	8.210000	2.661184	0.000000	8.111000	2.747850	8.201000	2.674808	0.000000
194.000000	8.369000	2.739496	8.199000	2.713927	0.000000	8.121000	2.745607	8.178000	2.743778	0.000000
195.000000	8.328000	2.733206	8.159000	2.681365	0.000000	8.105000	2.741893	8.229000	2.787931	0.000000
196.000000	8.296000	2.727340	8.123000	2.690701	0.000000	8.095000	2.735320	8.229000	2.748920	0.000000
197.000000	8.295000	2.725064	8.091000	2.664717	0.000000	8.149000	2.750054	8.244000	2.766309	0.000000
198.000000	8.381000	2.775579	8.064000	2.708118	0.000000	8.178000	2.751421	8.216000	2.821231	0.000000
199.000000	8.336000	2.798054	8.148000	2.707046	0.000000	8.174000	2.806728	8.152000	2.824694	0.000000
